text,label
Прошло минут с десять. Было еще,1
– Бог тут не при чем.,0
"Раскольникову показалось, что письмоводитель стал с",1
"«Уж как это там будет, не",0
Зосимов захохотал пуще прежнего.,1
"— Странно, — проговорил он медленно,",1
"– Сейчас, князь, – сказал Козловский.",0
– Этого не обещаю. Вы не,0
Он нарочно пошевелился и что-то погромче,1
"— Отнюдь нет-с, и даже в",1
– Как секреты то этой всей,0
Но этот выверт не принес пользы,1
"— Что делать! — воскликнула она,",1
"– Я это и сделаю, –",0
"— Что-с? — спросил Петр Петрович,",1
"– Contrat social, [Общественный договор,] –",0
— А тебе бы сразу весь,1
"— Помилуйте, Алена Ивановна... знакомый ваш...",1
Будем читать лучше Апостолов и Евангелие.,0
"– Право, для меня всё равно,",0
"Князь не отвечал, но она молча,",0
"– Да что, бишь, они сделали?",0
"— Я догадался тогда, Соня, —",1
Исчезнувшая во время разговора глупая улыбка,0
"Раскольников не отвечал, Разумихин подумал с",1
"– Ребята! – крикнул громким, самоуверенным",0
— ...Не верю! Не могу верить!,1
— Да чего ты-то выпытываешь? —,1
"— Упокой, господи, ее душу! —",1
"– Пускай, пускай! – сказал Долохов,",0
— Рассудил!,1
— Эк ведь вам Алена-то Ивановна,1
"Он зажал двугривенный в руку, прошел",1
"— Но позвольте, позвольте же мне,",1
"– Mais vous me meprisez, vous",0
— И помощник там?,1
"Пьер замахал руками и головой, как",0
"– Помилуйте, генерал, да смею ли",0
"– L'Angleterre a vecu, [Англии конец,]",0
– В 7 часов. Очень печально!,0
"— Нет, ведь нет? На, возьми",1
Несвицкий оглянулся и увидал в пятнадцати,0
– Прогонял бы тебя с ранцем,0
"Казалось, нельзя было вытягиваться больше того,",0
"– Эй, казак, подавай лошадь! –",0
"— Знаю, что глупо! Хошь бей!",1
– Вот как в наше время,0
"— Послушайте, вы человек образованный, литературный,",1
"– По обоий сторона, ротмистр, –",0
— А ты с фактами обращаться,1
"– Денисов, оставь его; я знаю",0
"– На горе пикет, ваше сиятельство,",0
– Зачем ты это бросил? –,0
– Vous vous enrolez pour la,0
"— Да то же, батюшка, Родион",1
"– Ну, и я так.",0
"— Судя по этому замечанию, можно",1
"Рассказ был очень мил и интересен,",0
Гусары столпились и дружно отвечали громким,0
"— ...Ваша мамаша, еще в бытность",1
Потом медленно потащился в свой жилетный,1
— Как хочешь.,1
Траурная дама наконец кончила и стала,1
"– Я не понимаю, маменька, какие",0
"— Лизавета принесла, я просила.",1
Ни одного мига нельзя было терять,1
— Оберегать! Что ж он может,1
– Вот это странно! Я разве…,0
"– Ах, мой друг! Он так",0
"Денисов взял подаваемую ему закуренную трубку,",0
— Ну вот хоть бы этот,1
"– Ну, au revoir, [до свиданья,]",0
"Заметив Анну Михайловну с сыном, князь",0
— Я? Нет... так... — пробормотал,1
"– Да, эти стихи сам Николай",0
"– J'espere enfin, – продолжала Анна",0
— Это человек-то вошь!,1
"Когда он очнулся, то увидал, что",1
"– Я живу у графини Ростовой,",0
– Да! много теперь рассказов про,0
– Это кто же? сам главнокомандующий,0
— Какое право вы имеете так,1
"– Нисколько, – сказал князь Андрей.",0
"— Это мне удивительно, — начал",1
— Да ничего я; врешь!.. Ты,1
"– Главе французского правительства, au chef",0
"— Вот какой олух! Смотрите, смотрите!",1
Разумихин сделал движение.,1
– Старайтесь как можно более расхваливать,0
"— Постараюсь непременно... непременно, — отвечал",1
И Денисов отъехал к остановившейся недалеко,0
– Ай болит что? – спросил,0
— Зачем вам? Ведь вы не,1
"Денисов улыбнулся, достал из ташки платок,",0
"И Борис, видимо свалив с себя",0
"— А я так уверена, что",1
– Теперь я всё поняла. Я,0
"Он привстал, желая обойти, но тетушка",0
Том 1,0
Князь Василий встал.,0
"— Если только он будет дома,",1
"Большинство гостей смотрели на старших, не",0
"И Петр Петрович, как бы утешенный,",1
"Уже был второй час ночи, когда",0
"— Да, а что?",1
– Вот как!… И ты в,0
"Видимо, что то вдруг изменилось в",0
Он не отвечал и держал в,1
"Княжна хотела встать, но князь удержал",0
— Андрей Семенович! Я в вас,1
"Оказалось, что в эту минуту Порфирий",1
Лебезятников чуть не задыхался. Со всех,1
"Другой голос невысокого человека, с ясными",0
— Не за бесчестие и грех,1
"– Еще две линии прибавь, как",0
"...А любопытно, однако ж, для чего",1
"Сказав дочери, что она заблуждается, что",0
— А сюрпризик-то так и не,1
"Видно было, что это «ну, что»",0
"– Ах, ужас какой! Чему тут",0
"— Да и вы дрожите, Порфирий",1
"— Нацарапает! Что у вас, книга,",1
Ростов почувствовал себя совершенно счастливым. В,0
"Гусары подбежали к коноводам, голоса стали",0
— Да; черт его принес теперь;,1
"— Так? Вы говорите, так? Ну",1
— По улице.,1
"– Еще впереди много, много всего",0
"– Да, приехал к вам, батюшка,",0
"— Э-эх! — вскричал было Разумихин,",1
"– Очень известно, ваше превосходительство, –",0
"«Теперь уж поздно, всё кончено; да",0
«О боже! как это всё отвратительно!,1
— Да разве это возможно? —,1
"– Нельзя не сознаться, – продолжал",0
"Но, однако ж, в какой степени?",1
— Милостивый государь! — злобно и,1
"— Э, всё это вздор! —",1
"Правда, он и не рассчитывал на",1
"– А знаешь, этот толстый Пьер,",0
"– Поверьте, – говорил князь Долгоруков,",0
Ровно через двадцать минут по уходе,1
Лужин побледнел.,1
"– Нет, я перешел в армию,",0
"— О, помилуйте, помилуйте... Мог ли",1
"Княгиня, улыбаясь и говоря со всеми,",0
"— Это денег-то не надо! Ну,",1
"— Вр-р-решь! — нетерпеливо вскрикнул Разумихин,",1
"На заре 16 числа эскадрон Денисова,",0
"– Вишь, пыхнул опять, – проговорил",0
– Как вам сказать? – сказал,0
Мещанин на этот раз поднял глаза,1
Тушин велел дать ему воды. Потом,0
В распивочной на ту пору оставалось,1
"— О, он давно уже в",1
Анна Павловна почти закрыла глаза в,0
"— Бог меня простит, а я-таки",1
"Однако, как обыкновенно, в 9 м",0
Графиня Ростова с дочерьми и уже,0
"Ростов дал шпоры лошади, окликнул унтер",0
«Что это может быть? – подумал,0
— Я... не ходил. А ты,1
"В то время как он подъезжал,",0
"Наташа, увидав впечатление, произведенное на Соню",0
– Отчего вы не внушили Бонапарту,0
"– Что это было, картечь? –",0
— В котором часу?,1
"Крайний кавалергард, огромный ростом рябой мужчина,",0
Он тяжело посмотрел на нее.,1
— Что тело долго стоит... ведь,1
"– Затем, что, уже раз пойдя",0
"– Жду приказа, ваше сиятельство, чтоб",0
«Да когда ж это бывало? Никаких,1
"— Хорошо, скажите вашу идейку, —",1
"Он, впрочем, правду сказал, когда проврался",1
"Денисов, сморщившись, как бы улыбаясь и",0
"– Ah! chere, – говорила графиня,",0
"– Полковник, – сказал он с",0
"Ростов сам так же, как немец,",0
"— И тебе не стыдно теперь,",1
"Раскольников не отвечал, он сидел бледный",1
"— Ну, говорите, чего вам надо?",1
"Соня задумалась. Вопрос о том, как",0
"– Je comprends tout, [Я всё",0
"— Петр Петрович! — закричала она,",1
— Это по делу о взыскании,1
"И он стал рассказывать, какая она",1
"— Ишь ведь, очнулся! — сказала",1
"Ввечеру, когда после ужина стали расходиться,",0
"И разговор зашел опять о войне,",0
"Туман начинал расходиться, и неопределенно, верстах",0
"– Ну, ты, чог'това кукла, повог`ачивайся,",0
Странно звучали для него эти книжные,1
— А тоже в убийцы записали!,1
Княжна молчала. Слышны были только звуки,0
— Не позволю-с! — крикнул он,1
"– Молчи, Петя, какой ты дурак!…",0
Раскольников посмотрел на него внимательно. Это,1
— О господи! — вырвалось у,1
"«Один шаг за эту черту, напоминающую",0
"Он встал на ноги, в удивлении",1
"– Я рад, что высказал всё.",0
"— Это действительно правда, — сказала",1
"– Как же, ваше сиятельство, –",0
— Да что тут такое? —,1
ЧАСТЬ ПЕРВАЯ,1
"В самых лучших, дружеских и простых",0
Князь повернулся к управляющему и нахмуренными,0
"— Который час? — спросил Раскольников,",1
"— Понимаю, понимаю... конечно... Что это",1
"– Очень глупо, – сказала Вера,",0
"— Папочка, папочка, — кричит он",1
"В ту минуту как кавалергарды, миновав",0
"И граф засуетился, доставая бумажник.",0
"Австрийский генерал имел недовольный вид, но",0
– Неужели? – воскликнула Анна Михайловна.,0
Багратион объехал прошедшие мимо его ряды,0
"— Да-с, о пенсионе... Потому она",1
"– Ну, вот и хорошо, –",0
"– Хорошо, хорошо, – сказал Багратион,",0
– Так как князь Багратион не,0
"Ростов взял деньги, избегая взгляда Телянина,",0
"– Не знаю, генерал…",0
Они помолчали.,0
— Только не говорите со мной,1
"– Всё это бредни, – остановил",0
– Семен! Данилу Купора знаешь?,0
"– Господа, диспозиция на завтра, даже",0
"— Вишь, хорошенькая! — отвечал он,",1
– Держу за Стивенса сто! –,0
"– Non, non, de grace… Vous",0
"В низах, где началось дело, был",0
Проезжая позади одной из линий пехотных,0
В каком-то бессилии дотащился он до,1
— Что писать? — спросил тот,1
"Соня, отряхнув пух и спрятав стихи",0
Почти через час раздались шаги в,1
"Как в механизме часов, так и",0
– Едва ли я воспользуюсь вашим,0
— Общее место!,1
"Болконский самым скромным образом, ни разу",0
"– Ей Богу, не упрямство! Я",0
"«Черт возьми! — продолжал он, почти",1
"Граф, переваливаясь, подошел к жене с",0
Ростов не слушал солдата. Он смотрел,0
"— А это вы, действительно, совершенно",1
— Так вы это в самом,1
«Лизавета! Странно!» — подумал он. Всё,1
"— Ну так вот, я и",1
"Анна Михайловна мгновенно поняла, в чем",0
"– Тут, брат, у нас, такая",0
"— Помилуйте, очень приятно-с, да и",1
"— Надеюсь, что начатое теперь знакомство",1
"И он подал свою толстую руку,",0
"— Я не могу, не могу,",1
Он не мог договорить и выбежал,0
— Точно так-с.,1
"Лицо генерала нахмурилось, губы его дернулись",0
Князь Андрей ничего не понимал.,0
Старик замолчал.,0
— Да вот тебе еще двадцать,1
"«Судя по голосу, должно быть, очень",1
– В котором часу началось сражение?,0
– Как здесь? Да как же,0
"Огромный кабинет был наполнен вещами, очевидно,",0
"— Я его знаю, знаю! —",1
— Не стоит-с; но примите в,1
Графиня была расстроена горем и унизительною,0
"– Ну, здравствуй, здравствуй; рад видеть.",0
Раскольникову ужасно вдруг захотелось опять «язык,1
18 и 19 ноября войска прошли,0
"— Если б я и перешагнул,",1
С своей стороны m lle Bourienne,0
Но Ростов вырвал свою руку и,0
Князь Ипполит подошел к маленькой княгине,0
"— В этом сером доме, —",1
– За что вы меня благодарите?,0
– Отчего же? – спросил Борис.,0
Мысль о поражении и бегстве не,0
"– Изволили лечь и огонь потушили,",0
— Да на что мне она?,1
Офицеры засмеялись.,0
— Я здоров; я не болен...,1
— Буквально.,1
"– Vous savez, mon mari m'abandonne,",0
— Выжига какая-нибудь.,1
"При слове «помешанный», неосторожно вырвавшемся у",1
"— А ты садись здесь, —",1
– Что такое?,0
"— Согласитесь сами, — продолжал он,",1
Через 10 минут Лаврушка принес кофею.,0
"— Раскольников, студент, был у вас",1
"— Да, да, приду, — отвечал",1
ВОЙНА И МИР,0
"– Даже завтра, – отвечал брат.",0
"Когда смотр кончился, офицеры, вновь пришедшие",0
"Он шел дорогой тихо и степенно,",1
"– Он очень, очень хороший, честный",0
"Он, видимо, до того увлекся с",1
"Он сидел на диване, свесив вниз",1
— Я ни за что не,1
— Да! Я Раскольников! Что вам,1
"– Мороженое, только тебе не дадут,",0
Князь Андрей был один из тех,0
ЧАСТЬ ТРЕТЬЯ,0
"– Впрочем, нынче, вероятно, дела не",0
— А знаете что? — вскричал,1
"— Это кровь, — отвечала она",1
— Да прозябал всю жизнь уездным,1
— А вы почем знаете?,1
— Ты мне это расскажи подробнее,1
"Из за самоуверенности, с которой он",0
"— Слава богу, доктор! — крикнул",1
"— Это очень хорошо, что ты",1
Раскольников через плечо скосил на него,1
Известие это было горестно и вместе,0
– La balance у est… [Баланс,0
"А между тем Пульхерия Александровна, без",1
Через минуту вошла со свечой и,1
"— Нет, он еще ничего не",1
"– Теперь мне хорошо, – приговаривала",0
«Mon pere ne m'a pas parle,0
"– Я рад, что мог сделать",0
– Я желаю только одного –,0
Он ничего не отвечал.,1
"— Так, мне очень надо, —",1
"Пьер улыбнулся своей доброю улыбкой, как",0
"(громко и восторженно прочла она, дрожа",1
"— Катай скорей и чаю, Настасья,",1
"Долгоруков, один из самых горячих сторонников",0
— Я сам слышал... я не,1
"«Мое призвание другое, – думала про",0
"– А мне то, – сказал",0
"Соня молчала, он стоял подле нее",1
"Он сделал вид, что привстает. Генералы",0
"– Покажу, покажу, это не секрет.",0
"— И впрямь, — отвечал Разумихин.",1
Он отошел. Действительная слеза показалась на,0
"— Замучаешься, замучаешься, — повторяла она,",1
— А вчера со двора выходили?,1
"«Да, всё это было!…» сказал он,",0
— Ах боже мой! — вскрикнула,1
"— А куда, позвольте спросить?",1
"Как только звякнул жестяной звук колокольчика,",1
Мармеладов опять остановился в сильном волнении.,1
"– Сделай это для нее, mon",0
"— Хоть два, — отвечал Раскольников.",1
"— Ради бога, успокойтесь, не пугайтесь!",1
Княжна пригнулась к столу над тетрадью.,0
"– Как старик был хорош, –",0
"Но полковник не договорил всего, что",0
"Зосимов медленно шевельнулся и, может быть,",1
"— Это грех, грех, сударыня, —",1
"– Продай матушку, – ударяя на",0
"— Ах, Дмитрий Прокофьич, как тяжело",1
"– Да, тяжесть какая то, –",0
Она поцеловала его в лоб и,0
"Тушину теперь только, при виде грозного",0
Лошадь государя шарахнулась от неожиданного крика.,0
— А вот взять да свести,1
— И говорил?,1
"Раскольников понимал отчасти, почему Соня не",1
"– Я не говорю, чтоб это",0
– Отчего же кровь то на,0
"– Ну, мой друг, завтра мы",0
– Вот я тебя! – сказала,0
Перед обедом княжна и m lle,0
"Князь Андрей видел, что офицер находился",0
"– Dieu, quelle virulente sortie [О!",0
"– Как доносили лазутчики, в ночь",0
— Какой прекрасный человек! — заметила,1
"«Что мне завидовать, мое не уйдет,",0
"— Я уверена, что она достойная",1
Опять мужественный голос перебил артиллериста.,0
"— В восьмом, — отвечал Раскольников,",1
"– Вы меня извините, мой милый",0
— Умирать-то не след! — крикнула,1
"— И сам знаю, что много,",1
– Сколько миль?,0
«Кто он? Кто этот вышедший из-под,1
"Раскольников не привык к толпе и,",1
"Михаил Иванович, решительно не знавший, когда",0
"– Что, случилось что нибудь? –",0
"— Так вот-с... и опять, по",1
Крики и огни в неприятельской армии,0
– Твой доктор велит тебе раньше,0
"Бойко отскочил 1 й номер. Металлически,",0
— В контору ходил?,1
"– Soyez tranquille, Lise, vous serez",0
"– Диспозиция! – желчно вскрикнул Кутузов,",0
"– Как вы хотите, чтобы он",0
"— Фатеру смотреть приходил, — сказал,",1
— Один убил?,1
"– Сложили, кончился, – ответил кто",0
– Гм… гм… – проговорил про,0
"– Это я, mon pиre, [батюшка,]",0
ЧАСТЬ BTОРАЯ,0
— Что такое?,1
– Ils m'ont recu avec ma,0
"Это был господин немолодых уже лет,",1
"— Ничего, Соня. Не пугайся... Вздор!",1
"– Да, рассказов, – громко заговорил",0
– Да что? – сказал он,0
"Наступило молчание. Графиня глядела на гостью,",0
Он протеснился; но провиантскому не хотелось,1
"— Вы, должно быть, несколько дней",1
"Офицер взглянул на него и, не",0
– Пойдем.,0
"– Да, наверное, – сказала она.",0
"— О, не беспокойтесь и в",1
"И, взяв его под руку, она",0
"— Не худо, Настасьюшка, чтобы Прасковья",1
"Княгиня встрепенулась. Видимо, слова Пьера затронули",0
"Сцена представлялась таким образом: Раскольников досмеивался,",1
На правом фланге у Багратиона в,0
Князь Андрей настоятельно обратился к Козловскому,0
"Еще немного, и это общество, эти",1
— Да всё по делу о,1
– Достаточно ли фуража в Кремсе?,0
Борис в эту минуту уже ясно,0
"– Сколько я слышал, – краснея,",0
– «Dieu sait quand reviendra»… [Бог,0
"– Рrincesse, au revoir, [Княгиня, до",0
— Она поминки устраивает?,1
"— Да как же, вот этого",1
— Это ведь на простой бумаге?,1
"– Знаю, знаю, – сказал князь",0
— Если вам теперь надо идти...,1
ЧАСТЬ ВТОРАЯ,1
"– Едем, – закричал Пьер, –",0
"– Да, я думал, – невольно",0
Раскольников встал и пошел в другую,1
"«Adieu, chere et bonne amie, que",0
"«Тем лучше! посмотрю вблизи», подумал он.",0
"— Да ты постой, постой, чудак!",1
Два парня из толпы достают еще,1
"– Напротив, эта прическа очень идет",0
"– Наконец, надо подумать и о",0
Соня осмотрелась кругом. Все глядели на,1
Одно ничтожнейшее обстоятельство поставило его в,1
– Когда вы едете? – спросил,0
"Тогда многие из иудеев, пришедших к",1
— Кто отколотил? Кого? — вдруг,1
— Гроб ведь простой будет-с... и,1
"Читая это место, Пьер в первый",0
"Маленькая княгиня, взяв платье из рук",0
"Радостный, восторженный крик встретил появление Раскольникова.",1
"«Что он, по обязанности, что ли,",1
"Катерина Ивановна отошла к окну, прислонилась",1
— Что?,1
— Теперь я совершенно всё себе,1
Она протянула руку.,1
— Да разве вы забыли?,1
– Так зачем же вы здесь?,0
Как оно всегда бывает для одиноких,0
Раскольников тронулся дальше.,1
"Билибин любил разговор так же, как",0
"Князь Василий, загнув высоко ногу, с",0
– Где тут Долохов? – спросил,0
"– Остановите этих мерзавцев! – задыхаясь,",0
"Он сходил тихо, не торопясь, весь",1
— Ну уж ты... жестоко... —,1
"— Улики, что ль, какие?",1
"— Положим, Лужин теперь не захотел,",1
"– Ну, хорошо, хорошо.",0
"Князь Андрей пожал плечами и поморщился,",0
"– Какая ужасная вещь война, какая",0
"— Странная какая ты, Соня, —",1
— Детей? Вы коснулись детей? —,1
"Ожидания Кутузова сбылись как относительно того,",0
– Кузьмич… со всех сторон… и,0
"– Не хотите? Ну, так подите",0
— Какой крови?,1
"– Эх, немцы проклятые, своей земли",0
— Любите вы уличное пение? —,1
"— О, буду! Буду!",1
"– И не видали, что везде",0
"– Вы забываетесь, полковник. Я не",0
"Все молчали. На пороге показался Тушин,",0
"— Нет, Соня, — торопливо прервал",1
– J'ai tout de suite reconnu,0
– Я не имел удовольствия вас,0
— За детей медью платят. Что,1
Нынче был для него торжественный день,0
Раскольников шел подле него. Ноги его,1
"– Неприятель потушил огни, и слышен",0
"– Как видишь, – сказал он.",0
"Пьер долго не мог понять, но",0
"— Но что же, что же",1
"— Послушайте, как вас зовут?.. а",1
— Господи! — вырвался ужасный вопль,1
"— Послушайте, что ж вам всё",1
"И с приемами петербургской деловой барыни,",0
"— Я это уж и сделал,",1
"Сначала он слышал звуки равнодушных речей,",0
Он чувствовал во всем себе страшный,1
— Н-ничего не допускается! — с,1
– Я прикажу.,0
"С тех пор Пьера не тревожили,",0
"— Это кто, Настасья? — спросил",1
— Каку работу?,1
"– Окотник найдутся , – улыбаясь,",0
— А вы кто сами-то изволите,1
— Когда и дома жили?,1
"– Право, заеду к монашенкам, –",0
"– Немного не застали, – сказал",0
"— Газеты есть? — спросил он,",1
"– Tres drole, mon monsieur prince,",0
— А... а... — указывал он,1
Граф зарыдал еще больше. «Николушка… письмо…,0
"– C'est un roturier, vous aurez",0
"Ему тотчас же представилось, что мать",1
"– Стойте, он не пьян. Дай",0
"Только подъезжая к Багратиону, Ростов опять",0
"Действительно, он пробежал один только несколько",0
— Еще объясняет! Да и не,1
— Не знаю... я еще не,1
"– Уж там болезнь не болезнь,",0
"Порфирий Петрович несколько мгновений стоял, как",1
"– Ну, батюшка, молодой князь, как",0
«Так вы до сих пор не,0
"– Я ничего не говорю, чтобы",0
"– Не будьте злы, – погрозив",0
Они уже стояли в дверях. Порфирий,1
"«Теперь мы еще поборемся», — с",1
– C'est fait! [Дело сделано!] –,0
"– Я боюсь за ребенка, –",0
"«Хорошо бы было поехать к Курагину»,",0
"— Дунечка, ты тоже вспыльчива, перестань,",1
— Ни-че-го! — как-то особенно проговорил,1
Его почему-то занимало пенье и весь,1
"«Стало быть, не женихов подарок», —",1
"– Покорно благодарю, я теперь один",0
"— Ведь вот-с... право, не знаю,",1
— Как так по моей теории?,1
"– Помни, что для тебя от",0
— Отчего?,1
"То, что князь Василий называл с",0
Пьер смотрел на нее через очки.,0
Пульхерия Александровна взглянула на Соню и,1
"Все разошлись, и, кроме Анатоля, который",0
"— Фу, черт! — заревел он,",1
Графиня переглянулась с Анной Михайловной. Анна,0
"— А вы почему узнали, что",1
— Да почему же нельзя?,1
В Ольмюце он не застал в,0
— А? Что? Чай?.. Пожалуй... —,1
Петр Петрович тотчас же закуражился.,1
"– Она мне очень не нравится,",0
Разумихин выложил на стол заемное письмо;,1
Тихон знал привычку князя иногда вслух,0
– Ne me tourmentez pas. Eh,0
"Виконт был миловидный, с мягкими чертами",0
Вторая княжна только вышла из комнаты,0
Одно время Раскольников думал было встать,1
"– Хороши вы будете, развертывая фронт",0
Потом проезжал генерал и сердито не,0
"— Уж конечно, маменька, — внушительно",1
"Пьер подошел, наивно глядя на нее",0
Но и на Острова ему не,1
Через полчаса всё опять пришло в,0
Оба молчали; в комнате сидели два,0
"– Одно слово, червонный!… (полкового командира",0
"«Ну, так и есть!» — подумал",1
"— Никогда!.. Впрочем, вот уж два",1
"— Ну, слушай: я к тебе",1
"Он очень хорошо знал, он отлично",1
«Так и есть! так и есть!»,1
"– Из коридора направо; там, Euer",0
— Вещи ваши ни в каком,1
"— Да, да! — подхватил Разумихин,",1
"И Денисов подошел к кровати, чтобы",0
"– Voyons, ma bonne Анна Михайловна,",0
"– Ну, – отвечал старик.",0
"«Так и есть», подумал Пьер.",0
"— Да... да... то есть тьфу,",1
Вечером приехал князь Василий. Его встретили,0
Дверь выходила в переднюю заднего хода.,0
"Кутузов, не отвечая ему, отвернулся, и",0
— А ты в колодезь не,1
— Не хочу я вашей дружбы,1
"— Да... — процедил Раскольников, смотря",1
"– Идите, Annette, вы простудитесь, –",0
"Мармеладов стукнул себя кулаком по лбу,",1
"– Да, да, ни на волос,",0
"– Voua etes une fine mouche,",0
"— Порфирий Петрович, — начал он",1
– Как здоровье графа? Могу я,0
"Он, видимо, так был занят, что",0
"Он хотел было налить, но уже",1
"Кутузов не ответил. Он, казалось, уж",0
Через четверть часа все были в,1
– Уж она и теперь влюблена,0
— Этого-то?,1
"Багратион, невысокий, с восточным типом твердого",0
"— После, маменька, — вмешалась Дуня,",1
"Больного так обступили доктора, княжны и",0
– Я еду.,0
— Чего?,1
"С Разумихиным же он почему-то сошелся,",1
— Всё делает! — быстро прошептала,1
"Подъехав к войскам левого фланга, он",0
— Откуда он их берет? —,1
"— Нет, не знаю; какая Марфа",1
— Для чего же ходить? —,1
С минуту помолчали. Оба глядели друг,1
"— До завтра, брат, — с",1
Крик закончился взвизгом; последние звуки послышались,1
"— Авдотья Романовна, — закоробившись произнес",1
Князь наклонил голову и подошел к,0
"Кутузов проснулся, тяжело откашлялся и оглянул",0
"– Нет, нельзя, – сказал князь",0
"– А, Тимохин! – сказал главнокомандующий,",0
Работники с недоумением посмотрели на него.,1
— Чего струсил? Ты чего пристал?,1
"«Где я? Да, в цепи: лозунг",0
Затем она еще раз гордо и,1
Атака 6 го егерского обеспечила отступление,0
И вдруг он опомнился.,1
Билибин усмехнулся и распустил складки кожи.,0
"— Ах, что вы это им",1
"— Да, да, лучше, лучше, —",1
"— Господи, что же делать!",1
"— А он очень, очень, очень,",1
Пульхерия Александровна хоть и не убедилась,1
"— Угадай, — проговорил он с",1
"– Капитан, ради Бога, я контужен",0
– Едешь? – И он опять,0
— Этакую-то муку нести! Да ведь,1
— Есть на тебе крест? —,1
— Чего вам? — отозвался один,1
"Все барышни и даже дамы, исключая",0
— Пожалуй...,1
Билибин вышел навстречу Болконскому. На всегда,0
"– Император Александр, – сказала она",0
"— Ах да, да! — вскричала",1
"«Главная новость, занимающая всю Москву, –",0
"«Надо неизбежно перешагнуть, но не могу,",0
"«Ну ка, наша Матвевна», говорил он",0
— Не духовник же и я;,1
"– Пожалуйста, поскорее, – сказал он.",0
— Эк ведь спит! — вскричала,1
"В Лысых Горах, имении князя Николая",0
— Я вам принес эту бумажку...,1
Над мостом уже пролетели два неприятельские,0
"– Скажите, когда началось сражение? –",0
"Пьер, решившись во всем повиноваться своей",0
"– Хорошо, но очень не понравится",0
"– Demosthenes, je te reconnais au",0
"– Ваше благородие, генералы! – сказал",0
"— Али вот насчет господина Разумихина,",1
"Николай Ростов отвернулся и, как будто",0
"– Хорошо, на пятьдесят империалов, –",0
"– Ну, как же не дура!",0
"Маленькая княгиня потолстела за это время,",0
Через минуту явилось письмо. Так и,1
PS. Известите меня о вашем брате,0
«Вона! Эк ведь расползлась у них,1
"— Что это, вы больны? —",1
– Да за тем же. Однако,0
— Да что дальше? Только что,1
Под предлогом увода раненых не расстроивать,0
"Раскольников молча взял немецкие листки статьи,",1
"– Дай ка сюда это письмо,",0
"И чувство энергии, с которым выступали",0
"– Bon, je vous laisse dans",0
"– Ну, что ж это, господа,",0
– Что главнокомандующий здесь делает? –,0
"— Ах, что вы, что вы!",1
– Видите?… Кукла… Мими… Видите.,0
"— Я... убивец... — повторил Николай,",1
"Соня проговорила это точно в отчаянии,",1
— Вы лучше говорите мне прямо...,1
Раскольников уговорил меж тем кого-то сбегать,1
«II m'est impossible de trouver des,0
— Если б у них были,1
— Гм... черт... спросить... Да ведь,1
"Пьер взялся за перекладины, потянул и",0
"И полковой командир, оглядываясь на адъютанта,",0
"– Так то лучше, граф, –",0
"— Соня, у меня сердце злое,",1
"«От этого ничего не узнаешь, потому",1
И не успел еще Ростов разглядеть,0
– Не послать ли теперь за,0
ЧАСТЬ ЧЕТВЕРТАЯ,1
Пьер был в таком состоянии неясности,0
— Какой сюрпризик? что такое? —,1
"— Извините, я тоже неостроумен, —",1
"– Вам же хуже. Богданыч злопамятен,",0
Своей гармониею страстной,0
"— Нет, не брежу... — Раскольников",1
"Князь Андрей оглянул Тушина и, ничего",0
"— Да разве вы знаете, кто",1
– Oh! – сказал князь Василий,0
"Вейротер, бывший полным распорядителем предполагаемого сражения,",0
Наташа покраснела и засмеялась.,0
– Нет известия от Мака? –,0
"— Я тоже так думаю, —",1
"— Чего дрыхнешь! — вскричала она,",1
"– Ну, вот всегда так, –",0
"— Да, Андрей Семеныч Лебезятников, служащий",1
"— Я-то молода и сильна, не",1
– А чорт их знает? Всех,0
Она взяла от Николая чернильницу.,0
"Мармеладов остановился, хотел было улыбнуться, но",1
"– Алё! Алё! – сказал казак,",0
— Свидригайлов? Какой вздор! Быть не,1
"— Да, мошенник какой-то! Он и",1
Княжна пустила.,0
Он схватил фуражку и пошел к,1
— Насчет Роди вы оба можете,1
"– Ну, пойдем петь «Ключ».",0
"— Я уверен, что вы об",1
"— Вы студент? — спросил тот,",1
"Вскоре после маленькой княгини вошел массивный,",0
"— Скверно, брат, то, что ты",1
"— Я должен согласиться, — спокойно",1
— Не надейтесь.,1
Катерина Ивановна не удостоила его ответом.,1
Когда Наташа вышла из гостиной и,0
— Митька! Митька! Митька! Митька! Митька!,1
"– Ну, добилась своего, – вмешался",0
Ровно в девять часов Разумихин явился,1
"– Не все, потому что вас",0
"— Я? Может быть. Право, может",1
Как ветер по листьям пронесся взволнованный,0
"– Нет, его так не уломаешь",0
"Ростов, стоя в первых рядах Кутузовской",0
"Петр Петрович хихикал слушая, но без",1
"– Да вы постойте, батюшка; вы",0
Свидригайлов вдруг расхохотался.,1
– И вы!,0
"— Я то есть, вас обидел.",1
В это время дверь отворилась.,0
"— Молчи-и-и! Не надо!.. Знаю, что",1
"Князь Багратион, прищурившись, оглянулся и, увидав",0
— Сегодня! Сегодня! — повторил он,1
"– Вы к графу Кириллу Владимировичу,",0
"— Ты опять права, Соня. Это",1
"— Зачем вы спрашиваете, чему быть",1
"Выйдя в приемную из кабинета Кутузова,",0
"— Я так и знал, что",1
"– Не я дурак, а дуры",0
«И можно ли говорить и думать,0
"— Пойдемте, маменька, хоть из комнаты",1
